From;To;Type;Through;start_x;start_y;stop_x;stop_y;Comment
2022;5728;sea;1559;-1;-1;-1;-1;Haida-Taan
2219;5255;sea;1334;-1;-1;-1;-1;Bandar Langeh-Kish
333;5095;sea;1295;-1;-1;-1;-1;The Baleares-Ibiza
333;5098;sea;1300;-1;-1;-1;-1;The Baleares-Menorca
5747;5781;sea;1558;-1;-1;-1;-1;Lummi-Chimakum
2610;5780;sea;1558;-1;-1;-1;-1;Heiltsuk-Sathloot
974;5780;sea;1558;-1;-1;-1;-1;Kwakiutl-Sathloot
974;5733;sea;1558;-1;-1;-1;-1;Kwakiutl-Kwakiutlii
976;5728;sea;1559;-1;-1;-1;-1;Tlingit-Taan
2613;5727;sea;1561;-1;-1;-1;-1;Sitka-Taku
2613;5728;sea;1561;-1;-1;-1;-1;Sitka-Taan
874;5807;sea;1558;-1;-1;-1;-1;Salish-Suquamish
5747;5807;sea;1558;-1;-1;-1;-1;Lummi-Suquamish
5731;5732;sea;1559;-1;-1;-1;-1;Heiltsuk-Wuikinuxv
2609;5731;sea;1559;-1;-1;-1;-1;Nisga'a-Heiltsuk
976;2609;sea;1559;-1;-1;-1;-1;Tlingit-Nisga'a
2021;5030;sea;1556;-1;-1;-1;-1;Miwok-Ohlone
5030;5814;sea;1556;-1;-1;-1;-1;Ohlone-Ohloneii
-1;-1;;-1;-1;-1;-1;-1;-1;
