From;To;Type;Through;start_x;start_y;stop_x;stop_y;Comment
394;396;sea;1335;-1;-1;-1;-1;Al Hasa-Bahrain
395;396;sea;1335;-1;-1;-1;-1;Qatar-Bahrain
627;631;sea;11818;-1;-1;-1;-1;Blambangan-Bali
11697;11698;sea;4357;-1;-1;-1;-1;Kuyamis-Buglas
11709;11567;sea;1397;-1;-1;-1;-1;Siquijor-Miasmis
11709;11698;sea;4357;-1;-1;-1;-1;Siquijor-Buglas
654;2699;sea;1397;-1;-1;-1;-1;Samar-Bikol
11683;11705;sea;1397;-1;-1;-1;-1;WestSamar-Leyte
6533;6535;sea;1400;-1;-1;-1;-1;Moro-Jailolo
6534;650;sea;1400;-1;-1;-1;-1;Obi-Bacan
11688;650;sea;1400;-1;-1;-1;-1;Gane-Bacan
11550;650;sea;1400;-1;-1;-1;-1;Makian-Bacan
11550;11549;sea;1400;-1;-1;-1;-1;Makian-Tidore
11548;11549;sea;1400;-1;-1;-1;-1;Ternate-Tidore
11550;11688;sea;1400;-1;-1;-1;-1;Tidore-Gane
11548;649;sea;1400;-1;-1;-1;-1;Ternate-Sofifi
11549;649;sea;1400;-1;-1;-1;-1;Tidore-Sofifi
644;11552;sea;1399;-1;-1;-1;-1;Manado-Sangihe
1107;11587;sea;1423;-1;-1;-1;-1;Taranaki-Waitaha
1246;11593;sea;1428;-1;-1;-1;-1;Waihopai-Rakiura
10135;7119;sea;10710;-1;-1;-1;-1;Samos-Ikaria
4700;10257;sea;1319;-1;-1;-1;-1;Lesbos-Ezine
3245;2447;sea;1323;-1;-1;-1;-1;Kerch-Mapa
2803;502;sea;1522;-1;-1;-1;-1;Orinoco Delta-Trinidad
628;2692;sea;1355;-1;-1;-1;-1;Surabaya-Madura
11752;2693;sea;11818;-1;-1;-1;-1;Bali-Lombok
2693;11691;sea;1355;-1;-1;-1;-1;Lombok-Taliwang
6530;6622;sea;11821;-1;-1;-1;-1;Bima-Flores
6632;6531;sea;1401;-1;-1;-1;-1;Flores-Adonara
6531;6633;sea;1401;-1;-1;-1;-1;Adonara-Alor
6633;6566;sea;1401;-1;-1;-1;-1;Alor-Wetar
6566;2695;sea;1401;-1;-1;-1;-1;Timor-Wetar
6566;11712;sea;1401;-1;-1;-1;-1;Wetar-Barat Daya
6565;11712;sea;1401;-1;-1;-1;-1;Timor-Barat Daya
2716;6605;sea;1357;-1;-1;-1;-1;Buton-Kendari
2700;4351;sea;1397;-1;-1;-1;-1;Cebu-Panay
4353;11565;sea;1397;-1;-1;-1;-1;Leyte-Mamanwa
6613;4353;sea;1397;-1;-1;-1;-1;Bohol-Leyte
11570;11682;sea;1397;-1;-1;-1;-1;Maringaduk-Panay
11570;4350;sea;1397;-1;-1;-1;-1;Maringaduk-Mindoro
11570;4349;sea;1397;-1;-1;-1;-1;Maringaduk-Laguna
11682;4350;sea;1397;-1;-1;-1;-1;Panay-Mindoro
646;647;sea;1401;-1;-1;-1;-1;Ambom-Ceram
2678;622;sea;11806;-1;-1;-1;-1;Banka-Palembang
11757;622;sea;11806;-1;-1;-1;-1;Toboali-Palembang
6549;11729;sea;1361;-1;-1;-1;-1;Singapore-Penawar
748;2890;sea;1529;-1;-1;-1;-1;Belem-Marajo
2954;353;sea;1305;-1;-1;-1;-1;Djerba-Tataouine
624;6595;sea;1352;-1;-1;-1;-1;Banten-Lampung
431;2999;sea;1334;-1;-1;-1;-1;Mogostan-Hormuz
2999;9885;sea;1334;-1;-1;-1;-1;Hormuz-Kumzar
9833;5249;sea;1334;-1;-1;-1;-1;Qeshm-Khasab
9833;431;sea;1334;-1;-1;-1;-1;Qeshm-Gamrun
9833;2999;sea;1334;-1;-1;-1;-1;Qeshm-Hormuz
9838;394;sea;11874;-1;-1;-1;-1;Tarout-Qatif
9838;9841;sea;11874;-1;-1;-1;-1;Tarout-RasTanura
9836;2340;sea;11873;-1;-1;-1;-1;AlZawr-Grane
9836;9834;sea;11873;-1;-1;-1;-1;AlZawr-AlJahra
9836;9810;sea;11873;-1;-1;-1;-1;AlZawr-UmmQasr
9825;9824;sea;11873;-1;-1;-1;-1;Khark-BandarGenaveh
9825;9826;sea;11873;-1;-1;-1;-1;Khark-BandarBushehr
4353;11708;sea;1397;-1;-1;-1;-1;Leyte-Mactan
11698;4352;sea;1397;-1;-1;-1;-1;Buglas-Cebu
11708;4352;sea;1397;-1;-1;-1;-1;Mactan-Cebu
6613;11708;sea;1397;-1;-1;-1;-1;Bohol-Mactan
6613;4352;sea;1397;-1;-1;-1;-1;Bohol-Cebu
6613;4352;sea;1397;-1;-1;-1;-1;Bohol-Leyte
11569;4350;sea;1395;-1;-1;-1;-1;Balayan-Mindoro
11569;11713;sea;1395;-1;-1;-1;-1;Balayan-Mamburao
11571;11576;sea;1395;-1;-1;-1;-1;Batanes-Samtoy
6620;4354;sea;1395;-1;-1;-1;-1;Sulu-Zamboanga
2703;6621;sea;1395;-1;-1;-1;-1;Sabah-Sulu
6620;651;sea;1395;-1;-1;-1;-1;Sulu-taguima
6621;651;sea;1395;-1;-1;-1;-1;Sulu-Tawitawi
7857;35;sea;1256;-1;-1;-1;-1;Hiiumaa-?sel
3231;35;sea;1926;-1;-1;-1;-1;Haapsalu-?sel
10342;4364;sea;1283;-1;-1;-1;-1;Garmoran-Inner Hebrides
10312;4364;sea;10747;-1;-1;-1;-1;Western Ross-Inner Hebrides
747;2890;sea;1529;-1;-1;-1;-1;Amapa-Marajo
782;2869;sea;1538;-1;-1;-1;-1;Tierra Del Fuego-Florida Blanca
782;783;sea;1539;-1;-1;-1;-1;Tierra Del Fuego-Kawesqar
778;2851;sea;1536;-1;-1;-1;-1;Rio de la Plata-Colonia
4993;4995;sea;1489;-1;-1;-1;-1;Naujaat-Shugliaq
4974;5019;sea;1494;-1;-1;-1;-1;Grand Bank-Saint Pierre
11432;11499;sea;1697;-1;-1;-1;-1;Hawaii-Maui
5817;11464;sea;1697;-1;-1;-1;-1;Maui-Molokai
11464;5029;sea;1697;-1;-1;-1;-1;Molokai-Oahu
5029;5818;sea;1697;-1;-1;-1;-1;Oahu-Kauai
1001;5039;sea;1661;-1;-1;-1;-1;Soto-Manidoowaaling
911;1001;sea;1663;-1;-1;-1;-1;Menominee-Sault
911;5039;sea;1661;-1;-1;-1;-1;Belem-Manidoowaaling
4973;5039;sea;1661;-1;-1;-1;-1;Waanabidebiing-Manidoowaaling
2576;2578;sea;1490;-1;-1;-1;-1;Mingan-Anticosti
985;983;sea;1491;-1;-1;-1;-1;Mikmaq-Epekwitk
2559;5060;sea;1903;-1;-1;-1;-1;Adirondack-Mamhlawbagak
366;4565;sea;1471;-1;-1;-1;-1;The Canarias-Tenerife
1775;1983;sea;10813;-1;-1;-1;-1;Holstein-Lolland
3;3121;sea;1255;-1;-1;-1;-1;Smaland-Kalmar
7193;7200;sea;1322;-1;-1;-1;-1;Ichki-KyzylYar
4700;5131;sea;1319;-1;-1;-1;-1;Lesbos-Ayvalik
741;502;sea;1522;-1;-1;-1;-1;Cumana-Trinidad
741;5579;sea;1520;-1;-1;-1;-1;Cumana-Waikeri
484;5570;sea;1518;-1;-1;-1;-1;Havana-Siwanea
10161;5570;sea;1518;-1;-1;-1;-1;Canimar-Hanabana
4624;5570;sea;1518;-1;-1;-1;-1;Guanahatabey-Siwanea
2022;5728;sea;1559;-1;-1;-1;-1;Haida-Taan
2219;5255;sea;1335;-1;-1;-1;-1;BandarLangeh-Kish
9827;5255;sea;1335;-1;-1;-1;-1;Parsian-Kish
9833;5255;sea;1334;-1;-1;-1;-1;Qeshm-Kish
333;4560;sea;10723;-1;-1;-1;-1;The Baleares-Ibiza
333;4559;sea;10723;-1;-1;-1;-1;The Baleares-Menorca
5747;5781;sea;1558;-1;-1;-1;-1;Lummi-Chimakum
2610;5780;sea;1558;-1;-1;-1;-1;Heiltsuk-Sathloot
974;5780;sea;1558;-1;-1;-1;-1;Kwakiutl-Sathloot
974;5733;sea;1558;-1;-1;-1;-1;Kwakiutl-Kwakiutlii
976;5728;sea;1559;-1;-1;-1;-1;Tlingit-Taan
5864;5727;sea;1561;-1;-1;-1;-1;Xootsnoowu-Taku
5864;5728;sea;1561;-1;-1;-1;-1;Xootsnoowu-Taan
5864;976;sea;1561;-1;-1;-1;-1;Xootsnoowu-Shtaxheen
5864;2613;sea;1561;-1;-1;-1;-1;Xootsnoowu-Sheetkaxaatl
5863;2613;sea;1561;-1;-1;-1;-1;Shgagei-Sheetkaxaatl
874;5807;sea;1558;-1;-1;-1;-1;Salish-Suquamish
5747;5807;sea;1558;-1;-1;-1;-1;Lummi-Suquamish
5731;5732;sea;1559;-1;-1;-1;-1;Heiltsuk-Wuikinuxv
5866;2609;sea;1559;-1;-1;-1;-1;Kichxaan-Tsmsyan
5866;5729;sea;1559;-1;-1;-1;-1;Kichxaan-Nisga'a
5866;5728;sea;1559;-1;-1;-1;-1;Kichxaan-Taan
2021;5030;sea;1556;-1;-1;-1;-1;Miwok-Ohlone
5030;5814;sea;1556;-1;-1;-1;-1;Ohlone-Ohloneii
10130;5134;sea;10710;-1;-1;-1;-1;Kos-Bodrum
4698;7125;sea;10705;-1;-1;-1;-1;Cephalonia-Lefkada
4698;7126;sea;10705;-1;-1;-1;-1;Cephalonia-Zakynthos
4701;7112;sea;10706;-1;-1;-1;-1;Patras-Naupaktos
142;7140;sea;1310;-1;-1;-1;-1;Corfu-Butrint
142;7132;sea;10705;-1;-1;-1;-1;Corfu-Thesprotia
2348;10134;sea;1319;-1;-1;-1;-1;Chios-Cesne
2296;4779;sea;1320;-1;-1;-1;-1;Biga-Gallipoli
7110;7113;sea;10709;-1;-1;-1;-1;Oreoi-ZetounionBodonitsa
7110;7117;sea;10709;-1;-1;-1;-1;Oreoi-Demetrias
10126;146;sea;10708;-1;-1;-1;-1;Andros-Athens
368;10078;sea;1471;-1;-1;-1;-1;Madeira-PortoSanto
367;10080;sea;1567;-1;-1;-1;-1;SaoMiguel-Terceira
10079;10080;sea;1567;2201;1633;2209;1635;SaoJorge-Terceira
4565;10075;sea;1471;-1;-1;-1;-1;Tenerife-LaGomera
10075;10074;sea;1471;-1;-1;-1;-1;LaGomera-LaPalma
366;10076;sea;1471;-1;-1;-1;-1;GranCanaria-Fuertaventura
10076;10077;sea;1471;-1;-1;-1;-1;Fuertaventura-Lanzarote
1014;7298;sea;1390;-1;-1;-1;-1;IRStrait-NeedsName
1017;4186;sea;1390;-1;-1;-1;-1;Suo-Iyo
7289;4651;sea;1376;-1;-1;-1;-1;IRStrait-NeedsName
7394;2741;sea;1389;-1;-1;-1;-1;IRStrait-NeedsName
7290;7289;sea;1389;-1;-1;-1;-1;IRStrait-NeedsName
7288;7286;sea;1389;-1;-1;-1;-1;IRStrait-NeedsName
4181;7286;sea;1389;-1;-1;-1;-1;IRStrait-NeedsName
7305;7299;sea;1390;-1;-1;-1;-1;IRStrait-NeedsName
1820;7313;sea;1391;-1;-1;-1;-1;IRStrait-NeedsName
1820;7300;sea;1391;-1;-1;-1;-1;IRStrait-NeedsName
7300;7307;sea;1391;-1;-1;-1;-1;IRStrait-NeedsName
11716;7368;sea;1392;-1;-1;-1;-1;IRStrait-NeedsName
11715;7369;sea;1392;-1;-1;-1;-1;IRStrait-NeedsName
7280;7281;sea;1390;-1;-1;-1;-1;IRStrait-NeedsName
7280;1012;sea;1390;-1;-1;-1;-1;IRStrait-NeedsName
2149;6719;sea;1373;-1;-1;-1;-1;IRStrait-NeedsName
6730;6729;sea;1373;-1;-1;-1;-1;IRStrait-NeedsName
1024;7341;sea;1980;-1;-1;-1;-1;IRStrait-NeedsName
4359;7326;sea;1391;-1;-1;-1;-1;IRStrait-NeedsName
4189;7338;sea;4224;-1;-1;-1;-1;IRStrait-NeedsName
47;4745;sea;1257;-1;-1;-1;-1;Stralsund-Rugen
2994;4745;sea;1257;-1;-1;-1;-1;Greifswald-Rugen
7954;100;sea;1279;2718;1894;2721;1897;Westfriesland-Friesland
1096;10120;sea;1469;-1;-1;-1;-1;IRStrait-NeedsName
1096;10122;sea;1469;-1;-1;2273;1244;IRStrait-NeedsName
10122;10123;sea;1469;2277;1270;-1;-1;IRStrait-NeedsName
10123;10121;sea;1469;-1;-1;-1;-1;IRStrait-NeedsName
4020;10115;sea;1449;-1;-1;-1;-1;IRStrait-NeedsName
10115;10116;sea;1449;-1;-1;-1;-1;IRStrait-NeedsName
10116;10117;sea;1449;-1;-1;-1;-1;IRStrait-NeedsName
953;952;sea;1501;-1;-1;-1;-1;Nacotchtank-Manahoac
953;7527;sea;1501;-1;-1;-1;-1;Nacotchtank-Rappahannock
7539;7527;sea;1501;-1;-1;-1;-1;Patuxent-Rappahannock
7539;2554;sea;1501;-1;-1;-1;-1;Patuxent-Choptank
7526;7524;sea;1501;-1;-1;-1;-1;Chiskiack-Nansimond
7534;7524;sea;1501;-1;-1;-1;-1;Accomack-Nansimond
7534;7526;sea;1501;-1;-1;-1;-1;Accomack-Chiskiack
7535;962;sea;1500;-1;-1;-1;-1;Sekonese-Armewarmex
7562;965;sea;1500;-1;-1;-1;-1;Canarsee-Manhattan
7558;7562;sea;1500;-1;-1;-1;-1;Hackensack-Canarsee
10528;3135;sea;1268;-1;-1;-1;-1;Uthlande-Nordfriesland
10528;7774;sea;1268;-1;-1;-1;-1;Uthlande-Tonder
7564;7585;sea;1500;-1;-1;-1;-1;Shinnecock-Pequot
11617;11614;sea;1432;-1;-1;-1;-1;Bougainville-Alu
11614;11403;sea;1432;-1;-1;-1;-1;Alu-Lauru
11403;11487;sea;1432;-1;-1;-1;-1;Lauru-VellaLavella
11487;11612;sea;1432;-1;-1;-1;-1;VellaLavella-Gizo
11615;11610;sea;1432;-1;-1;-1;-1;Nggela-Marovo
11457;11612;sea;1432;-1;-1;-1;-1;Roviana-Gizo
11457;11487;sea;1432;-1;-1;-1;-1;Roviana-VellaLavella
11621;1990;sea;1433;-1;-1;-1;-1;Tuvalu-Vaitupu
11403;11404;sea;1432;-1;-1;-1;-1;IRStrait-NeedsName
11615;11608;sea;1432;-1;-1;-1;-1;Nggela-Istabu
11606;11615;sea;1432;-1;-1;-1;-1;Bugotu-Nggela
1238;11609;sea;1432;-1;-1;-1;-1;Malaita-Istabu
1238;11405;sea;1432;-1;-1;-1;-1;Istabu-Makira
11609;11405;sea;1432;-1;-1;-1;-1;Malaita-Makira
1236;11631;sea;1405;-1;-1;-1;-1;IRStrait-NeedsName
11632;11455;sea;1405;-1;-1;-1;-1;IRStrait-NeedsName
11406;11605;sea;1430;-1;-1;-1;-1;Utupua-Nendo
11604;11605;sea;1430;-1;-1;-1;-1;ReefIslands-Nendo
11604;11603;sea;1430;-1;-1;-1;-1;ReefIslands-DuffIslands
11413;11414;sea;1430;-1;-1;-1;-1;IRStrait-NeedsName
11413;11491;sea;1430;-1;-1;-1;-1;IRStrait-NeedsName
11414;11491;sea;1430;-1;-1;-1;-1;IRStrait-NeedsName
11414;11415;sea;1430;-1;-1;-1;-1;IRStrait-NeedsName
11491;11490;sea;1430;-1;-1;-1;-1;IRStrait-NeedsName
11415;11490;sea;1430;-1;-1;-1;-1;IRStrait-NeedsName
11416;11490;sea;1430;-1;-1;-1;-1;IRStrait-NeedsName
11602;1239;sea;1430;-1;-1;-1;-1;Erromango-Tanna
1242;11675;sea;1431;-1;-1;-1;-1;IRStrait-NeedsName
11675;11461;sea;1431;-1;-1;-1;-1;IRStrait-NeedsName
11675;11492;sea;1431;-1;-1;-1;-1;IRStrait-NeedsName
11421;11420;sea;1431;-1;-1;-1;-1;IRStrait-NeedsName
11420;11492;sea;1431;-1;-1;-1;-1;IRStrait-NeedsName
1235;11412;sea;1435;-1;-1;-1;-1;IRStrait-NeedsName
11601;11418;sea;1429;-1;-1;-1;-1;Mare-Lifou
11601;11600;sea;1429;-1;-1;-1;-1;Ouvea-Lifou
11409;1995;sea;1673;-1;-1;-1;-1;IRStrait-NeedsName
11486;1995;sea;1673;-1;-1;-1;-1;IRStrait-NeedsName
11408;11450;sea;1673;-1;-1;-1;-1;IRStrait-NeedsName
11450;11448;sea;1673;-1;-1;-1;-1;IRStrait-NeedsName
11489;11512;sea;1698;-1;-1;-1;-1;IRStrait-NeedsName
11463;11489;sea;1698;-1;-1;-1;-1;IRStrait-NeedsName
11463;11537;sea;1698;-1;-1;-1;-1;IRStrait-NeedsName
11537;11538;sea;1698;-1;-1;-1;-1;IRStrait-NeedsName
1993;11540;sea;1698;-1;-1;-1;-1;IRStrait-NeedsName
1993;11541;sea;1698;-1;-1;-1;-1;IRStrait-NeedsName
11541;11542;sea;1698;-1;-1;-1;-1;IRStrait-NeedsName
11540;11539;sea;1698;-1;-1;-1;-1;IRStrait-NeedsName
11496;1991;sea;1734;-1;-1;-1;-1;IRStrait-NeedsName
11495;1991;sea;1734;-1;-1;-1;-1;IRStrait-NeedsName
11495;11497;sea;1734;-1;-1;-1;-1;IRStrait-NeedsName
11497;11462;sea;1734;-1;-1;-1;-1;IRStrait-NeedsName
1243;11428;sea;1726;-1;-1;-1;-1;IRStrait-NeedsName
11428;11429;sea;1726;-1;-1;-1;-1;IRStrait-NeedsName
1989;11425;sea;1726;-1;-1;-1;-1;IRStrait-NeedsName
11425;11424;sea;1726;-1;-1;-1;-1;IRStrait-NeedsName
11638;11468;sea;1405;-1;-1;-1;-1;IRStrait-NeedsName
2719;11468;sea;1405;-1;-1;-1;-1;IRStrait-NeedsName
11477;11528;sea;1404;-1;-1;-1;-1;IRStrait-NeedsName
11451;11528;sea;1404;-1;-1;-1;-1;IRStrait-NeedsName
11451;1245;sea;1404;-1;-1;-1;-1;IRStrait-NeedsName
11511;11516;sea;1400;-1;-1;-1;-1;IRStrait-NeedsName
11511;11546;sea;1400;-1;-1;-1;-1;IRStrait-NeedsName
11546;11513;sea;1400;-1;-1;-1;-1;IRStrait-NeedsName
11546;11510;sea;1400;-1;-1;-1;-1;IRStrait-NeedsName
11529;11667;sea;10822;-1;-1;-1;-1;IRStrait-Meriam
11529;11527;sea;10822;-1;-1;-1;-1;IRStrait-NeedsName
11529;11472;sea;10822;-1;-1;-1;-1;IRStrait-NeedsName
11473;2723;sea;1410;-1;-1;-1;-1;IRStrait-NeedsName
11508;1996;sea;1403;-1;-1;-1;-1;IRStrait-NeedsName
11482;11481;sea;1406;-1;-1;-1;-1;IRStrait-NeedsName
11483;11482;sea;1406;-1;-1;-1;-1;IRStrait-NeedsName
11456;11482;sea;1406;-1;-1;-1;-1;IRStrait-NeedsName
11483;11629;sea;1406;-1;-1;-1;-1;IRStrait-NeedsName
11436;11435;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11435;11434;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11434;11433;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
1987;11440;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
1987;11627;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11627;11442;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11440;11442;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11442;11444;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11443;11628;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11627;11441;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11440;11441;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11444;11628;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11445;11628;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11442;11444;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11445;11444;sea;1728;-1;-1;-1;-1;Morokau-Makemo
11445;11447;sea;1728;-1;-1;-1;-1;IRStrait-NeedsName
11626;11444;sea;1728;-1;-1;-1;-1;Fangatua-Makemo
11625;11447;sea;1725;-1;-1;-1;-1;IRStrait-NeedsName
11630;11625;sea;1725;-1;-1;-1;-1;IRStrait-NeedsName
11630;11624;sea;1725;-1;-1;-1;-1;IRStrait-NeedsName
11465;11439;sea;1736;-1;-1;-1;-1;IRStrait-NeedsName
11465;11507;sea;1736;-1;-1;-1;-1;IRStrait-NeedsName
11337;1085;sea;1421;-1;-1;-1;-1;IRStrait-NeedsName
11337;11130;sea;1414;-1;-1;-1;-1;IRStrait-NeedsName
11138;11131;sea;1414;-1;-1;-1;-1;IRStrait-NeedsName
11139;11135;sea;1414;-1;-1;-1;-1;IRStrait-NeedsName
11155;11154;sea;1415;-1;-1;-1;-1;IRStrait-NeedsName
11166;11161;sea;1415;-1;-1;-1;-1;IRStrait-NeedsName
11245;2728;sea;1408;-1;-1;-1;-1;IRStrait-NeedsName
11244;2728;sea;1408;-1;-1;-1;-1;IRStrait-NeedsName
2729;11251;sea;1410;-1;-1;-1;-1;IRStrait-NeedsName
11250;11251;sea;1410;-1;-1;-1;-1;IRStrait-NeedsName
2679;11757;sea;11806;-1;-1;-1;-1;Belitung-Bangka
659;2686;sea;1361;-1;-1;-1;-1;IRStrait-NeedsName
6580;6459;sea;1363;-1;-1;-1;-1;Sambas-Natuna
6596;11748;sea;10803;-1;-1;-1;-1;Tiku-Lambak
11748;2683;sea;10803;-1;-1;-1;-1;Mentawi-Lambak
11748;2683;sea;10803;-1;-1;-1;-1;Mentawi-Lambak
2684;11748;sea;10804;-1;-1;-1;-1;Nias-Lambak
2684;6532;sea;10804;-1;-1;-1;-1;Nias-Simeulue
11125;11126;sea;1358;-1;-1;-1;-1;Jepara-Rembang
6516;11362;sea;1399;-1;-1;-1;-1;Banggai-Luwuk
11125;629;sea;1360;-1;-1;-1;-1;Jepara-Demak
6532;6507;sea;10804;-1;-1;-1;-1;Simeulue-Kluet
2683;11749;sea;10804;-1;-1;-1;-1;Mentawi-Seai
6536;11747;sea;10889;-1;-1;-1;-1;Mergui-Bokpyin
11745;11747;sea;10889;-1;-1;-1;-1;Mergui-Tanintharyi
2404;11747;sea;10889;-1;-1;-1;-1;Mergui-Marit
11572;4356;sea;1395;-1;-1;-1;-1;Palawan-Calamianes
11572;11713;sea;1395;-1;-1;-1;-1;Mamburao-Calamianes
6616;4353;sea;1397;-1;-1;-1;-1;IRStrait-NeedsName
6616;2699;sea;1397;-1;-1;-1;-1;IRStrait-NeedsName
6616;2700;sea;1397;-1;-1;-1;-1;IRStrait-NeedsName
2730;11648;sea;1407;-1;-1;-1;-1;Awngthim-SouthTorresStrait
11648;11667;sea;1407;-1;-1;-1;-1;SouthTorresStrait-NorthTorresStrait
2722;11648;sea;1407;-1;-1;-1;-1;Mainland-SouthTorresStrait
11667;2722;sea;1407;-1;-1;-1;-1;NorthTorresStrait-Mainland
11476;11653;sea;11832;-1;-1;-1;-1;Kaimana-Adi
11678;11653;sea;11832;-1;-1;-1;-1;Aiduma-Adi
2716;11371;sea;1357;-1;-1;-1;-1;Muna-Buton
11371;6605;sea;1357;-1;-1;-1;-1;Muna-Poleang
2716;642;sea;1357;-1;-1;-1;-1;Buton-Kendari
6634;6622;sea;11821;-1;-1;-1;-1;sumba-flores
11397;6600;sea;1368;-1;-1;-1;-1;Labuan-Keningau
11397;636;sea;1368;-1;-1;-1;-1;Labuan-Brunei
11725;637;sea;1368;-1;-1;-1;-1;Palawan-Api
7818;7816;sea;1257;-1;-1;-1;-1;Kammin-Usedom
2994;7816;sea;1257;-1;-1;-1;-1;Greifswald-Usedom
40;7833;sea;10734;-1;-1;-1;-1;Memel-Sambia
7731;136;sea;1309;-1;-1;-1;-1;Brac-Spalato
7731;9728;sea;1309;-1;-1;-1;-1;Brac-Trogir
9727;7730;sea;1309;-1;-1;-1;-1;Hvar-Makarska
7731;9727;sea;1309;-1;-1;-1;-1;Brac-Hvar
9739;9727;sea;1309;-1;-1;-1;-1;Korcula-Hvar
9739;9726;sea;1309;-1;-1;-1;-1;Korcula-Ston
9740;4753;sea;10702;-1;-1;-1;-1;Cres-Zara
7735;10163;sea;10702;2865;1750;2867;1752;Krk-GorskiKotar
9740;7734;sea;10702;-1;-1;-1;-1;Cres-Senj
9740;7735;sea;10702;-1;-1;-1;-1;Cres-Krk
9740;130;sea;10702;-1;-1;-1;-1;Cres-Pola
7109;10126;sea;1319;-1;-1;-1;-1;Caristo-Andros
10126;164;sea;10708;-1;-1;-1;-1;Naxos-Andros
7119;10130;sea;10710;-1;-1;-1;-1;Ikaria-Kos
10135;10294;sea;10710;-1;-1;-1;-1;Samos-Selcuk
10130;320;sea;10710;-1;-1;-1;-1;Kos-Rhodes
10283;10130;sea;10710;-1;-1;-1;-1;Marmaris-Kos
10128;7163;sea;10707;-1;-1;-1;-1;Kythos-Monembasia
4699;7125;sea;10706;-1;-1;-1;-1;Aktion-Agrinion
10131;7117;sea;1319;-1;-1;-1;-1;Sporades-Quluz
4779;10132;sea;10709;-1;-1;-1;-1;Gelibolu-Imbros
7107;10129;sea;5493;-1;-1;-1;-1;Sitia-Karpathos
